WardsPlaced,WardsDestroyed,Dragons,Heralds,TowersDestroyed,TotalMinionsKilled,TotalJungleMinionsKilled,Win
13,1,1,0,0,228,55,win
20,1,1,0,0,199,37,win
15,1,0,1,0,227,37,win
17,1,0,0,0,223,64,win
28,4,1,0,0,211,55,lose
12,3,0,0,0,192,32,lose
87,1,0,0,0,183,30,lose
15,3,0,0,0,251,64,win
15,4,0,0,0,172,40,lose
23,3,0,0,0,192,40,win
18,1,0,0,0,206,60,win
16,3,0,1,1,232,40,win
16,2,1,1,0,191,60,lose
17,3,0,0,0,207,31,win
15,5,0,0,0,232,53,lose
15,2,1,0,0,224,56,lose
21,2,0,0,0,203,48,lose
70,2,1,1,0,178,56,lose
18,1,0,1,0,230,47,lose
10,1,0,0,0,198,59,lose
15,4,0,0,0,230,56,lose
15,9,1,1,0,222,71,win
91,3,0,0,1,213,50,win
18,2,0,0,0,200,48,lose
16,4,0,0,0,205,56,win
18,11,0,0,1,207,46,win
16,2,1,0,0,225,60,win
13,1,1,1,0,235,59,win
13,2,1,0,0,198,44,win
54,3,1,0,0,229,53,lose
17,2,0,0,0,221,44,win
35,1,0,0,0,196,40,lose
10,1,0,0,0,215,42,lose
19,5,0,0,0,225,46,lose
22,6,1,0,0,253,64,win
19,2,0,0,0,188,53,lose
14,5,0,1,0,188,63,win
15,2,0,0,0,213,47,lose
38,2,1,0,0,229,39,win
16,3,1,0,0,200,43,lose
17,4,0,0,0,240,56,win
18,2,0,0,0,230,51,win
19,6,0,0,0,222,33,lose
14,3,1,0,0,238,64,win
17,0,0,1,0,222,68,win
12,4,0,1,0,211,71,lose
86,4,0,0,0,186,62,lose
16,1,1,0,0,229,40,win
15,6,0,0,0,218,70,win
22,7,0,0,0,180,45,lose
16,4,0,0,0,187,48,lose
17,7,0,0,0,269,40,lose
16,3,1,1,0,178,60,win
15,3,0,1,0,263,53,lose
14,1,0,0,0,198,46,lose
25,1,1,0,0,240,43,lose
11,1,0,0,0,223,34,lose
25,5,0,0,0,212,54,win
15,0,0,0,0,233,60,lose
17,4,1,0,0,191,39,lose
17,4,0,1,0,210,54,win
14,4,0,0,0,268,52,lose
18,1,1,0,0,242,48,win
17,5,0,0,0,222,36,lose
42,4,1,0,0,229,59,win
17,7,0,0,0,174,38,lose
15,2,0,1,0,252,57,win
12,3,1,0,0,231,65,lose
14,2,0,0,0,234,49,lose
13,2,1,0,0,167,48,lose
13,3,0,0,0,221,43,lose
68,0,1,0,0,174,53,lose
20,1,0,0,0,212,56,win
16,3,1,0,0,201,52,win
12,2,0,1,0,245,61,lose
13,5,0,1,0,220,40,lose
16,3,0,0,0,186,48,win
35,3,1,0,0,221,44,win
14,2,0,0,0,227,61,lose
35,2,0,0,0,244,60,win
18,3,1,0,0,230,48,win
22,4,0,1,0,198,59,lose
124,3,0,1,0,225,51,lose
18,1,0,0,0,231,50,win
22,5,0,0,0,228,55,win
13,3,1,1,1,233,44,win
34,3,0,0,0,220,37,lose
24,1,0,0,0,242,48,win
50,12,1,0,0,213,48,lose
16,3,1,0,0,213,52,lose
13,2,0,1,0,252,51,lose
33,1,0,0,0,230,56,lose
13,3,0,0,0,255,50,win
17,3,1,0,0,240,43,win
78,4,0,0,0,230,52,win
16,2,1,0,0,221,58,lose
22,2,0,0,0,212,40,lose
15,5,0,1,0,241,48,lose
19,2,0,0,0,202,41,lose
40,4,0,0,0,200,48,lose
13,1,0,0,0,227,47,lose
15,2,1,0,0,204,49,win
31,2,0,0,0,235,59,win
44,2,1,0,0,217,64,lose
27,2,1,0,0,184,36,lose
16,0,0,0,0,173,47,lose
54,4,1,1,0,224,51,win
13,3,1,1,0,223,70,win
17,3,0,0,0,218,44,lose
14,2,1,0,0,233,76,win
12,2,1,0,0,246,44,win
14,1,0,0,0,209,44,lose
24,3,0,0,0,249,67,win
14,1,1,0,0,228,47,win
36,2,1,0,0,197,56,lose
40,7,0,1,0,214,45,win
19,2,0,0,0,209,51,lose
17,3,1,0,0,234,56,win
27,5,0,1,0,222,52,win
17,4,0,0,0,230,43,win
18,5,1,0,0,220,56,win
13,0,0,0,0,220,54,win
15,2,0,0,0,194,42,win
22,2,1,0,0,265,59,win
19,2,0,0,0,210,55,lose
12,0,0,1,0,270,52,lose
16,1,1,0,0,238,43,win
57,3,0,0,0,225,56,win
10,0,0,0,0,196,68,lose
18,4,1,1,0,236,57,win
18,5,0,0,0,217,37,win
22,3,1,0,0,190,51,lose
18,1,0,1,1,227,46,lose
15,2,0,0,0,217,41,lose
16,3,0,1,0,173,49,lose
11,3,1,0,0,223,63,win
18,3,0,0,0,241,38,lose
18,3,0,0,0,201,48,win
39,1,0,0,0,194,32,lose
39,3,1,0,0,238,44,win
17,4,0,0,0,229,63,win
18,4,0,0,0,222,40,lose
21,2,1,1,0,268,55,win
14,4,0,0,0,196,36,lose
40,4,0,0,0,222,28,lose
37,6,0,0,0,218,48,win
13,2,1,0,0,224,52,lose
16,1,1,0,0,223,40,win
15,4,0,0,0,209,42,lose
18,2,1,0,0,245,45,win
37,0,1,0,0,235,60,win
16,2,0,1,0,219,52,lose
35,4,1,1,0,200,55,win
16,3,0,1,0,224,50,lose
15,2,1,0,0,212,50,lose
14,6,0,0,0,169,56,lose
16,1,0,0,0,214,35,lose
15,2,0,0,0,213,49,lose
13,3,1,1,0,217,52,win
18,10,1,0,0,250,43,lose
16,3,0,0,0,227,54,lose
19,2,1,0,0,240,52,lose
17,4,0,0,0,209,49,lose
20,4,0,1,0,234,65,lose
16,4,0,0,0,226,60,lose
34,2,1,0,0,219,53,lose
16,3,0,0,0,215,34,lose
15,1,1,0,0,223,56,win
10,1,0,0,0,191,52,lose
19,3,0,0,0,209,44,win
18,4,1,0,0,207,36,win
29,2,0,0,0,245,49,lose
14,3,1,0,0,211,60,lose
15,2,1,1,0,239,64,win
12,2,0,1,0,203,59,lose
15,5,1,0,0,244,47,lose
18,1,0,0,0,228,52,win
15,2,1,0,0,241,44,win
14,2,0,0,0,236,46,win
14,3,0,0,0,214,40,lose
15,2,1,0,0,214,55,lose
14,2,0,0,0,238,40,win
16,4,1,0,0,182,56,lose
15,2,1,0,0,242,59,win
15,2,0,0,0,224,56,win
17,2,0,1,0,180,37,win
23,2,0,0,0,229,39,lose
15,5,1,0,0,234,60,win
56,2,1,1,0,190,44,win
16,3,1,0,0,201,48,win
13,4,0,0,0,201,68,win
17,6,1,0,0,246,31,win
14,6,1,1,0,221,52,win
21,5,1,0,0,246,36,win
22,3,0,0,1,193,36,lose
15,4,1,1,0,274,50,win
22,6,0,1,0,269,51,lose
38,2,0,0,0,176,48,lose
15,4,0,0,0,212,47,lose
46,0,1,0,0,211,55,win
17,3,0,0,0,222,55,lose
12,5,1,0,0,234,44,lose
10,2,0,0,0,234,48,win
12,2,0,1,1,194,50,win
17,2,1,0,0,199,56,lose
18,3,1,1,0,253,52,win
19,3,0,0,0,226,54,lose
17,0,1,1,0,190,64,win
14,2,0,0,0,252,46,lose
13,3,0,1,0,205,52,lose
30,13,0,0,0,182,61,lose
18,6,1,0,0,218,71,win
53,4,0,0,0,189,44,win
17,2,0,0,0,198,45,win
14,2,0,0,0,162,48,lose
85,3,0,0,0,226,47,lose
14,2,0,1,0,222,51,lose
18,4,1,1,0,211,60,win
22,2,0,0,0,232,54,win
16,3,0,0,0,195,48,lose
16,3,0,0,0,238,63,lose
38,0,0,0,0,238,45,win
17,5,0,0,0,194,48,lose
16,4,0,0,0,243,64,win
18,2,0,0,0,217,51,lose
13,2,0,0,0,229,32,lose
17,4,0,0,0,218,56,win
18,1,0,0,0,234,60,lose
15,0,0,0,0,227,56,lose
34,3,0,0,0,221,66,lose
18,4,0,0,0,227,57,win
18,3,1,1,0,228,56,win
20,0,0,1,0,193,54,lose
19,8,0,0,0,239,44,win
14,1,0,0,0,234,42,lose
17,2,1,0,0,195,72,win
15,1,0,0,0,220,68,lose
17,3,0,0,0,167,46,lose
18,1,1,0,0,238,58,win
19,4,0,1,0,232,53,win
18,3,0,0,0,142,40,lose
17,8,1,0,0,202,34,lose
21,5,0,0,0,200,48,lose
17,3,1,0,0,239,59,lose
14,4,1,1,0,231,56,win
19,2,1,0,0,221,52,win
19,2,1,0,0,173,36,win
16,2,0,1,0,228,61,lose
10,1,0,1,2,246,47,win
18,5,1,0,0,220,52,win
20,2,0,0,0,212,63,lose
14,6,0,0,0,228,39,win
15,2,1,0,0,217,48,win
27,1,0,0,0,218,72,win
76,2,0,1,0,230,60,win
19,4,1,0,0,251,37,win
13,2,1,1,0,210,45,lose
78,2,1,0,0,220,47,win
14,2,0,0,0,152,36,win
11,5,0,0,0,231,40,lose
16,0,0,0,0,223,48,win
14,7,0,0,0,217,52,lose
15,11,1,0,0,228,48,win
15,5,0,0,0,192,52,win
16,2,0,1,0,226,33,win
17,3,0,0,0,219,38,win
19,4,1,0,0,219,60,win
15,3,1,0,0,263,51,win
15,2,0,0,0,191,38,lose
48,4,1,0,0,210,51,win
14,1,1,0,0,196,60,lose
39,1,0,0,0,174,48,lose
38,5,0,1,0,214,56,win
14,3,1,0,0,217,70,win
12,0,0,0,0,215,48,win
41,4,0,0,0,203,47,lose
12,15,0,1,0,232,51,lose
16,4,0,0,0,221,64,lose
20,3,1,0,0,234,52,win
16,5,1,0,0,227,45,win
15,13,1,0,0,204,52,lose
38,0,1,1,0,221,56,win
17,3,1,0,0,206,39,lose
16,3,1,0,0,208,56,win
32,2,0,0,0,149,39,lose
41,4,1,1,0,228,64,win
34,2,0,0,0,230,50,win
25,3,0,1,1,225,67,win
18,2,0,0,0,223,38,win
20,0,0,0,0,182,54,lose
16,3,1,0,0,231,38,lose
17,3,0,1,0,203,60,win
20,7,0,0,0,239,48,win
34,2,0,1,0,234,62,lose
16,2,1,0,0,238,47,win
11,3,1,0,0,216,58,win
15,3,0,0,0,207,56,lose
13,5,0,0,0,201,42,lose
15,2,0,0,0,209,56,lose
19,0,1,0,0,234,48,win
15,2,0,0,0,253,68,win
15,1,0,0,0,238,56,lose
40,3,0,0,0,198,41,win
43,2,0,1,0,213,56,win
143,5,1,0,0,213,37,lose
41,5,1,0,0,219,54,win
12,3,1,0,0,211,64,win
19,5,1,0,0,214,48,win
20,1,1,0,0,190,63,win
15,0,0,0,0,199,44,lose
11,1,0,0,0,209,48,lose
19,3,1,0,0,242,32,win
17,2,1,0,0,196,60,lose
44,3,0,1,0,195,56,lose
11,1,0,0,0,171,63,lose
14,2,1,0,0,215,48,win
20,3,0,0,0,219,53,lose
11,6,1,1,0,259,52,win
97,3,1,0,0,153,32,lose
18,2,1,1,0,235,76,win
19,4,0,0,0,226,44,win
16,1,0,0,0,224,41,lose
33,2,0,0,0,199,48,win
16,3,0,0,0,180,42,win
19,6,1,0,0,212,52,win
14,1,0,0,0,207,41,lose
16,0,0,1,0,252,48,win
18,4,1,1,0,185,72,lose
21,3,0,0,0,175,36,win
18,4,0,0,0,207,36,win
17,3,1,0,0,240,60,lose
12,1,0,0,0,202,57,win
15,3,1,1,0,212,44,lose
13,5,1,0,0,225,60,win
18,1,0,0,0,203,44,lose
17,1,0,0,0,213,46,lose
16,0,1,0,0,195,49,lose
13,4,1,0,0,238,46,win
13,0,0,0,0,166,49,lose
19,2,0,0,0,200,41,lose
18,5,1,1,1,243,52,win
51,11,0,0,0,249,63,win
14,4,1,0,0,213,47,lose
16,2,0,0,0,260,56,lose
51,2,1,0,0,215,50,lose
37,0,0,0,0,185,48,win
16,6,1,0,0,200,50,win
37,4,0,0,0,231,49,lose
12,4,0,0,0,211,56,lose
16,2,0,0,0,221,53,win
14,4,0,1,0,209,52,lose
41,4,1,0,0,201,55,win
15,1,0,0,0,220,48,win
18,0,0,1,0,245,44,win
16,14,0,1,0,241,58,win
15,4,0,0,0,266,55,win
35,6,1,0,0,224,52,lose
38,3,0,0,0,189,55,win
146,1,0,0,0,220,48,win
39,1,0,1,0,183,83,lose
17,6,0,0,0,249,38,win
14,2,1,0,0,196,32,win
22,1,1,0,0,157,48,lose
16,5,1,1,0,216,36,win
10,2,0,0,0,168,56,win
50,4,1,0,0,186,47,win
21,4,1,1,1,239,40,win
11,5,0,0,0,226,56,win
12,2,0,0,0,203,42,lose
17,2,0,0,0,243,63,lose
19,2,0,0,1,243,47,lose
11,3,1,0,0,261,60,win
17,1,0,0,0,194,42,lose
12,3,1,0,0,247,53,win
16,2,1,0,0,225,54,win
16,2,1,1,0,224,57,win
12,0,1,0,0,185,48,win
16,15,1,1,0,222,39,lose
11,1,0,0,0,236,53,win
16,6,0,0,0,207,52,win
17,2,0,0,0,204,51,lose
30,4,1,0,0,211,48,win
15,3,1,1,0,227,56,win
13,2,0,0,0,232,60,lose
14,2,0,1,0,211,60,win
13,3,0,0,0,198,40,lose
14,2,0,0,0,252,42,win
16,1,1,0,0,196,49,lose
17,3,1,0,0,217,51,win
19,3,0,0,0,211,40,win
38,3,0,0,0,226,48,win
14,1,0,0,0,235,64,win
15,1,0,0,0,222,40,win
15,2,1,0,0,214,52,win
18,1,1,0,0,173,57,win
16,1,0,1,0,247,59,win
15,3,0,0,0,172,42,lose
14,2,1,0,0,216,48,win
15,3,0,0,0,213,49,lose
11,4,0,0,0,208,60,lose
15,4,1,0,0,214,45,lose
12,4,0,0,0,201,45,win
20,6,0,0,0,218,64,win
31,5,0,0,0,240,56,lose
88,3,0,0,0,232,36,lose
16,4,1,0,0,249,55,win
15,2,0,1,0,197,48,win
17,1,1,0,0,225,59,win
15,5,1,1,0,223,64,win
15,5,0,1,1,232,57,lose
16,2,1,1,0,165,64,win
17,1,1,0,1,255,55,win
15,2,0,0,0,229,56,lose
22,5,0,0,0,232,35,win
15,3,0,0,0,236,47,lose
62,2,1,1,0,231,44,win
21,4,0,1,0,247,50,lose
91,2,1,0,0,187,47,win
39,5,0,1,1,217,55,lose
12,2,1,1,0,252,64,win
16,3,0,0,0,242,60,lose
19,4,0,0,0,234,46,win
28,7,0,0,0,177,43,win
16,1,0,0,0,182,32,lose
19,3,0,0,0,245,40,lose
14,2,0,0,0,184,52,lose
16,3,0,0,0,202,56,lose
17,4,1,0,0,195,49,win
18,5,1,0,0,202,57,lose
13,1,0,0,0,184,61,lose
14,3,0,0,0,203,45,lose
19,4,1,0,0,212,32,win
14,0,1,1,0,264,57,win
15,5,0,0,0,191,48,win
13,4,1,0,0,252,52,lose
16,8,1,0,0,174,43,win
94,3,0,0,0,184,44,lose
17,3,0,0,0,205,59,lose
15,2,1,1,0,225,63,win
15,1,1,1,0,220,54,win
88,4,0,0,0,243,44,win
17,3,0,0,0,196,47,lose
15,0,0,0,0,229,44,win
15,3,0,0,0,212,60,win
34,2,0,0,0,247,52,lose
12,1,0,0,0,208,36,lose
51,4,1,0,0,188,64,win
18,2,0,1,0,186,50,win
22,3,0,1,0,206,36,lose
15,1,0,0,0,201,40,lose
15,3,1,0,0,197,48,lose
68,2,0,0,0,209,48,win
16,7,1,0,0,199,48,lose
81,0,0,0,0,215,39,lose
17,6,1,1,0,203,48,lose
15,0,0,1,0,214,67,win
16,1,0,0,0,211,50,lose
15,1,0,1,2,232,57,win
9,1,0,0,0,190,54,lose
16,2,1,1,1,233,56,win
20,2,1,1,0,265,67,lose
16,2,0,0,0,214,67,lose
17,2,1,0,0,227,49,win
44,3,1,0,0,192,60,win
14,5,1,0,0,257,54,win
13,0,0,0,0,216,44,lose
85,3,0,0,0,219,51,lose
21,3,1,0,0,221,40,win
13,2,0,1,0,230,36,win
15,0,1,1,0,227,61,win
18,2,0,0,0,220,42,lose
23,3,0,0,0,224,76,win
13,4,0,1,0,182,40,lose
18,1,0,0,0,225,40,win
15,1,0,0,0,204,55,win
20,0,0,0,0,181,56,win
13,3,1,0,0,202,44,win
16,3,0,0,0,210,58,lose
72,1,0,0,0,196,38,lose
60,1,0,0,0,228,53,lose
26,3,0,0,0,230,67,win
16,0,0,0,0,241,42,lose
14,1,1,0,0,203,66,win
14,2,0,1,0,240,57,win
37,4,0,0,0,227,46,lose
14,2,0,0,0,197,50,lose
13,7,0,1,0,172,41,lose
21,4,0,0,0,193,50,win
13,5,0,0,0,218,39,lose
13,1,0,0,0,166,45,lose
14,0,1,0,0,225,77,win
18,3,1,1,0,237,56,win
20,2,0,0,0,187,42,win
15,1,0,1,1,244,53,win
16,3,0,0,0,235,47,lose
21,3,0,0,0,201,59,win
88,4,1,0,0,246,48,win
14,4,1,1,0,220,70,win
13,0,0,0,0,209,50,lose
11,2,1,1,0,236,52,lose
14,1,0,0,0,199,50,lose
17,2,0,0,0,229,32,lose
13,2,0,1,0,227,67,lose
18,8,0,0,0,232,37,lose
11,4,0,0,1,236,44,win
20,1,1,0,0,228,37,win
16,3,1,1,0,202,46,win
17,2,0,0,0,218,52,lose
16,3,0,0,0,233,53,win
16,1,0,0,0,180,44,lose
14,0,1,0,0,190,35,lose
13,2,0,0,0,279,58,win
18,1,1,0,0,235,56,lose
16,2,1,0,0,229,57,lose
15,7,0,0,0,233,60,lose
14,3,0,0,0,211,52,lose
14,3,0,0,0,180,51,lose
37,3,0,0,0,202,43,lose
13,1,0,0,0,219,48,lose
18,2,1,0,0,244,49,win
25,4,0,0,0,189,60,win
17,3,1,0,0,199,40,win
18,2,0,0,0,193,49,win
20,5,1,0,0,224,51,win
10,0,1,0,0,237,65,win
19,1,1,0,0,195,52,win
16,11,1,0,0,228,48,lose
17,5,1,1,0,228,40,win
14,1,0,0,0,208,77,win
43,4,1,1,0,240,53,win
17,7,1,0,0,224,41,lose
15,2,1,1,0,256,61,win
13,7,0,1,0,192,48,lose
17,4,1,0,0,222,59,lose
24,7,0,1,1,188,36,lose
16,2,1,0,0,255,58,lose
12,2,0,0,0,197,63,lose
18,3,0,0,0,231,39,win
14,1,0,1,1,231,42,lose
26,1,0,0,0,253,64,lose
13,4,0,0,0,232,36,lose
13,2,1,0,0,210,54,lose
18,2,0,1,0,250,48,win
17,3,0,1,0,193,68,lose
15,2,0,0,0,198,49,lose
16,2,1,0,0,251,64,lose
12,3,1,0,0,220,55,lose
17,3,1,0,0,238,46,win
9,0,1,0,0,231,61,lose
12,5,0,0,0,238,58,lose
16,0,0,0,0,205,44,lose
17,3,0,0,0,169,52,lose
20,4,0,0,0,212,43,lose
24,3,0,0,0,259,52,win
12,3,0,0,0,198,48,lose
34,5,0,0,0,230,60,win
13,5,0,1,0,216,56,win
20,4,0,0,0,198,40,win
14,0,0,0,0,187,50,lose
15,3,0,0,0,197,40,lose
23,5,0,0,0,221,49,lose
11,3,0,1,0,214,51,lose
17,2,1,0,0,222,80,lose
16,6,1,0,0,225,60,win
24,2,1,0,0,184,43,win
15,4,0,0,0,229,48,lose
20,5,1,1,0,262,52,win
18,3,1,1,2,248,48,win
13,2,0,0,0,225,46,lose
18,7,0,0,0,206,42,win
15,4,1,0,0,216,60,lose
15,3,0,0,0,217,35,win
15,1,0,1,0,189,46,lose
21,3,0,0,0,245,53,win
14,5,0,0,0,223,56,win
14,4,0,1,0,226,50,lose
15,3,0,0,0,254,63,win
23,6,0,0,0,220,61,win
16,2,1,1,0,188,59,lose
13,0,1,0,0,191,44,lose
21,4,1,0,0,208,47,lose
19,5,0,0,0,225,60,win
19,2,0,1,0,211,40,lose
18,4,1,0,0,214,43,lose
63,6,0,0,0,238,52,lose
21,3,1,0,0,247,39,win
17,0,1,0,0,250,55,lose
16,3,1,1,0,222,48,win
14,4,0,0,0,232,52,lose
20,3,1,0,0,211,48,lose
14,4,0,0,0,250,40,win
15,3,1,0,0,231,56,win
14,3,1,0,0,247,60,lose
17,1,0,0,0,233,59,lose
87,3,1,1,0,212,56,lose
16,4,0,0,0,204,49,win
19,2,0,0,0,226,44,win
19,3,0,1,0,186,49,lose
15,1,0,0,0,199,36,win
25,3,1,0,0,233,43,win
17,5,0,0,0,243,49,win
17,4,1,0,0,230,28,win
18,5,0,0,0,226,43,lose
16,3,1,0,0,212,40,lose
15,18,0,0,0,215,41,lose
16,1,0,0,0,244,56,win
18,2,0,0,0,201,41,lose
19,2,0,1,0,229,46,win
20,4,1,0,0,215,52,lose
17,2,1,0,0,218,37,lose
40,3,0,0,0,171,52,lose
23,1,0,0,0,234,52,win
15,1,0,0,0,226,52,lose
55,4,1,0,0,180,39,lose
13,0,1,0,0,206,56,lose
14,9,0,1,0,232,39,win
12,2,0,0,0,178,36,lose
20,1,0,0,0,228,44,win
14,2,0,0,0,229,72,win
17,2,0,0,0,228,52,win
18,2,0,0,0,201,41,lose
18,1,0,1,0,244,56,win
16,2,0,1,0,150,47,win
16,2,0,0,0,230,55,win
16,4,0,0,0,246,64,lose
16,3,1,0,0,259,64,win
12,1,1,0,0,231,53,win
16,2,1,0,0,213,55,lose
17,1,0,0,0,208,44,lose
39,3,1,0,0,221,53,lose
37,8,0,1,0,256,76,lose
25,7,0,0,0,183,34,lose
16,5,0,0,1,239,52,win
19,2,0,1,0,233,58,win
23,4,1,0,0,223,54,lose
19,2,0,0,0,233,43,win
19,3,1,1,1,244,56,win
16,3,1,0,0,201,35,lose
18,5,0,1,0,211,64,lose
12,0,0,1,1,198,48,lose
15,3,0,0,0,218,39,lose
23,3,1,0,0,217,43,win
27,2,0,0,0,177,44,lose
18,4,1,1,0,226,57,lose
16,2,1,0,1,254,51,win
13,1,1,0,1,220,32,win
19,2,0,0,0,199,45,win
15,4,1,0,0,233,56,win
26,2,1,0,0,197,50,win
13,1,1,1,0,220,52,lose
16,3,1,0,0,238,52,lose
17,2,0,0,0,183,38,lose
16,2,0,0,0,240,48,win
19,1,0,0,0,229,64,lose
23,1,1,1,0,224,60,win
16,1,1,0,0,258,48,win
17,4,1,0,0,219,54,win
52,4,1,0,0,190,53,lose
15,5,1,0,0,209,48,lose
14,1,1,1,0,218,71,win
19,5,0,0,0,251,63,win
16,2,0,0,0,202,52,win
19,13,0,1,0,212,40,lose
14,1,0,0,0,215,56,win
17,5,0,1,0,235,56,lose
15,1,1,0,0,238,56,win
18,3,1,0,1,219,55,lose
13,6,1,0,0,193,35,win
30,0,0,0,0,219,56,lose
20,3,0,0,0,170,37,lose
17,1,0,0,0,210,58,lose
43,2,1,0,0,179,47,lose
12,3,0,0,0,211,56,lose
15,2,0,0,0,254,45,win
18,1,0,0,0,189,40,lose
17,6,0,1,0,244,43,win
16,1,0,0,0,224,41,lose
14,4,1,0,0,211,58,lose
16,5,0,0,0,246,44,lose
15,3,0,0,0,169,41,lose
16,2,1,0,0,217,68,win
65,4,0,0,0,221,67,lose
11,3,0,0,0,251,52,win
21,3,1,1,0,205,44,win
12,2,0,0,0,236,54,lose
21,2,1,0,0,227,76,win
15,1,0,1,0,225,56,lose
15,2,0,0,0,232,51,lose
13,4,0,0,0,238,40,lose
14,4,1,0,0,255,44,win
21,3,1,0,0,236,44,win
18,1,0,0,0,229,52,lose
17,1,1,0,0,188,42,lose
16,1,0,1,0,213,38,win
18,4,0,0,0,191,48,lose
15,1,0,0,0,202,53,lose
13,0,1,1,0,247,50,win
13,3,1,0,0,175,49,lose
14,4,0,0,0,218,47,lose
18,2,0,1,0,215,52,lose
15,5,1,0,0,247,45,win
15,5,0,0,0,209,63,lose
39,3,1,0,0,256,52,win
14,3,1,0,0,197,40,lose
16,2,1,1,1,227,67,win
